月份,门店ID,门店名称,业态分类,楼层,经营场景,租赁面积(sqm),月销售额,销售环比(%),租售比(%),欠费总额(元),欠费天数,水电费波动(%),近90天投诉数,进店率(%),成交转化率(%),保证金覆盖率(%),销售同比(%)
2025-09,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,509316,2.8,20.0,0,0,0.5,1,24.0,31.8,133.3,0.0
2025-10,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,529828,4.0,19.2,1623,10,-1.3,1,24.2,32.0,132.5,0.0
2025-11,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,574562,8.4,17.7,0,0,-0.1,0,24.5,32.4,133.3,0.0
2025-12,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,612012,6.5,16.7,0,0,-4.2,0,24.9,32.7,133.3,0.0
2026-01,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,465257,-24.0,21.9,0,0,-1.3,1,23.6,31.4,133.3,0.0
2026-02,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,446065,-4.1,22.9,1569,9,-5.0,2,23.4,31.2,132.6,0.0
2026-03,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,514495,15.3,19.8,0,0,-0.7,1,24.0,31.9,133.3,0.0
2026-04,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,524289,1.9,19.4,0,0,-1.4,0,24.1,31.9,133.3,0.0
2026-05,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,554812,5.8,18.4,0,0,-3.2,1,24.4,32.2,133.3,0.0
2026-06,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,511402,-7.8,19.9,0,0,3.1,1,24.0,31.8,133.3,0.0
2026-07,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,495933,-3.0,20.6,0,0,5.5,1,23.9,31.7,133.3,0.0
2025-08,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,410828,0.0,17.3,1213,8,-1.8,3,15.3,18.0,98.7,0.0
2025-09,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,429951,4.7,16.5,644,17,-3.0,2,15.4,18.1,99.0,0.0
2025-10,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,441040,2.6,16.1,0,8,1.5,2,15.5,18.2,99.3,0.0
2025-11,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,464296,5.3,15.3,0,0,-4.5,2,15.7,18.4,99.3,0.0
2025-12,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,473286,1.9,15.0,0,0,1.1,3,15.7,18.4,99.3,0.0
2026-01,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,371651,-21.5,19.1,0,0,0.1,3,15.0,17.8,99.3,0.0
2026-02,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,361687,-2.7,19.7,197,5,-8.6,3,15.0,17.7,99.2,0.0
2026-03,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,385679,6.6,18.4,0,0,-6.8,4,15.1,17.9,99.3,0.0
2026-04,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,400111,3.7,17.8,0,0,-3.3,4,15.2,18.0,99.3,0.0
2026-05,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,412870,3.2,17.2,0,0,-3.1,4,15.3,18.0,99.3,0.0
2026-06,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,387368,-6.2,18.4,764,7,-1.1,5,15.1,17.9,98.9,0.0
2026-07,SHOP_097,锋线足球社,潮流运动,F2,短期波动,215,415223,7.2,17.1,0,0,-6.6,4,15.3,18.1,99.3,0.0
2025-08,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,699003,0.0,11.3,1432,6,1.9,0,14.0,17.2,151.2,0.0
2025-09,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,737807,5.6,10.7,2275,13,-2.3,0,14.1,17.3,150.8,0.0
2025-10,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,789857,7.1,10.0,2407,18,-0.9,0,14.3,17.5,150.7,0.0
2025-11,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,808216,2.3,9.8,0,8,1.3,0,14.3,17.6,151.9,0.0
2025-12,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,852815,5.5,9.3,0,0,0.3,0,14.5,17.7,151.9,0.0
2026-01,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,692212,-18.8,11.4,0,0,-2.7,1,13.9,17.2,151.9,0.0
2026-02,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,647175,-6.5,12.2,0,0,0.5,0,13.8,17.0,151.9,0.0
2026-03,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,731232,13.0,10.8,0,0,0.8,0,14.1,17.3,151.9,0.0
2026-04,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,758841,3.8,10.4,0,0,7.5,0,14.2,17.4,151.9,0.0
2026-05,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,787004,3.7,10.0,955,8,-0.3,0,14.3,17.5,151.5,0.0
2026-06,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,753207,-4.3,10.5,1708,12,2.6,0,14.2,17.4,151.1,0.0
2026-07,SHOP_098,飞轮骑行,潮流运动,F2,健康,285,719458,-4.5,11.0,0,0,4.3,0,14.0,17.3,151.9,0.0
2025-08,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,757055,0.0,20.5,2381,10,0.9,2,22.6,33.4,125.8,0.0
2025-09,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,774298,2.3,20.0,1378,19,0.1,1,22.7,33.5,126.3,0.0
2025-10,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,829276,7.1,18.7,0,5,0.0,2,23.0,33.9,127.0,0.0
2025-11,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,863162,4.1,18.0,377,13,-1.7,1,23.2,34.1,126.8,0.0
2025-12,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,929675,7.7,16.7,0,2,-2.2,3,23.5,34.5,127.0,0.0
2026-01,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,719094,-22.7,21.6,0,0,-1.9,3,22.4,33.2,127.0,0.0
2026-02,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,679199,-5.5,22.9,0,0,-3.6,3,22.2,32.9,127.0,0.0
2026-03,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,769151,13.2,20.2,0,0,2.3,2,22.7,33.5,127.0,0.0
2026-04,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,818727,6.4,19.0,0,0,1.9,2,22.9,33.8,127.0,0.0
2026-05,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,848483,3.6,18.3,0,0,-0.3,2,23.1,34.0,127.0,0.0
2026-06,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,795545,-6.2,19.5,0,0,0.3,2,22.8,33.6,127.0,0.0
2026-07,SHOP_099,MOTION LAB运动集合,潮流运动,F1,健康,143,755779,-5.0,20.5,0,0,6.4,3,22.6,33.4,127.0,0.0
2025-08,SHOP_100,山野户外,潮流运动,F3,健康,264,784154,0.0,17.9,0,0,2.2,1,17.1,26.2,147.1,0.0
2025-09,SHOP_100,山野户外,潮流运动,F3,健康,264,818389,4.4,17.1,0,0,4.3,2,17.2,26.3,147.1,0.0
2025-10,SHOP_100,山野户外,潮流运动,F3,健康,264,879442,7.5,15.9,0,0,6.5,1,17.5,26.6,147.1,0.0
2025-11,SHOP_100,山野户外,潮流运动,F3,健康,264,915430,4.1,15.3,1996,6,0.6,3,17.6,26.8,146.1,0.0
2025-12,SHOP_100,山野户外,潮流运动,F3,健康,264,989600,8.1,14.2,0,0,1.2,1,17.9,27.1,147.1,0.0
2026-01,SHOP_100,山野户外,潮流运动,F3,健康,264,752272,-24.0,18.6,358,7,1.9,2,17.0,26.0,146.9,0.0
2026-02,SHOP_100,山野户外,潮流运动,F3,健康,264,739129,-1.7,19.0,0,0,3.4,3,16.9,26.0,147.1,0.0
2026-03,SHOP_100,山野户外,潮流运动,F3,健康,264,836040,13.1,16.8,0,0,4.5,2,17.3,26.4,147.1,0.0
2026-04,SHOP_100,山野户外,潮流运动,F3,健康,264,844371,1.0,16.6,1447,10,-1.0,3,17.3,26.5,146.4,0.0
2026-05,SHOP_100,山野户外,潮流运动,F3,健康,264,891166,5.5,15.7,0,0,0.9,2,17.5,26.7,147.1,0.0
2026-06,SHOP_100,山野户外,潮流运动,F3,健康,264,832322,-6.6,16.9,0,0,3.8,2,17.3,26.4,147.1,0.0
2026-07,SHOP_100,山野户外,潮流运动,F3,健康,264,803215,-3.5,17.5,0,0,1.3,3,17.2,26.3,147.1,0.0
